101,1NGZ4FLKC0Y272420,206,2021-07-16,2021-07-20,11.36,143465,prevent fuel pump shutoff; repair direct injection system; ,user12
102,1NGZ4FLKC0Y272420,225,2021-07-25,2021-07-27,11.36,202774,fix external temperature display; install curtain airbags; ,user17
103,1NGZ4FLKC0Y272420,248,2021-08-04,2021-08-11,22.71,250390,install active pedestrian protection system; attach spoiler; ,user17
104,1NGZ4FLKC0Y272420,162,2021-08-16,2021-08-27,79.49,309380,improve cylinder configuration; ,user15
105,1XHDZEREQ7I052484,176,2021-04-22,2021-09-22,5458.27,6363,change suspension fluid; ,roland
106,20DS0RGMDXW132327,196,2021-07-07,2021-07-08,36.02,208311,adjust seat belts tension; ,user17
107,20DS0RGMDXW132327,187,2021-07-19,2021-07-29,18.01,303681,add heated windshield; ,roland
108,20DS0RGMDXW132327,144,2021-08-21,2021-09-20,396.22,346199,adjust accelerator pedal linkage; fix ventilated seats; ,user13
109,21SSFP0O1TZ975822,192,2021-05-22,2021-05-23,50.55,57107,install optional equipment; add knee airbags; ,user30
110,21SSFP0O1TZ975822,171,2021-05-28,2021-06-04,126.37,98291,adjust traction control system; improve cylinder configuration; ,user12
111,21SSFP0O1TZ975822,235,2021-06-12,2021-06-16,101.1,130801,install on-board diagnosis system; ,user29
112,21SSFP0O1TZ975822,108,2021-06-18,2021-07-05,50.55,146669,adjust seat belts tension; fix rear defroster; ,roland
113,21SSFP0O1TZ975822,1021,2021-07-18,2021-07-21,50.55,229387,change air conditioner refrigerant; replace catalytic converter; ,user12
114,21SSFP0O1TZ975822,1025,2021-07-22,2021-07-25,25.27,239563,replace diverter valve; install vanity mirrors; ,roland
115,21SSFP0O1TZ975822,197,2021-07-26,2021-07-26,25.27,250119,change timing belt; repair seatbelt force limiters; ,user13
116,21SSFP0O1TZ975822,258,2021-08-01,2021-09-10,25.27,318440,replace diverter valve; change speaker configuration; ,user29
117,21SSFP0O1TZ975822,1009,2021-09-21,2021-09-22,50.55,376830,fix broken tow hooks; ,user17
118,222BHPCRR2U716446,1021,2021-01-05,2021-02-12,772.04,187968,replace fuel filter; refurbish power steering; ,user30
119,222BHPCRR2U716446,1021,2021-02-21,2021-02-22,22.06,200574,install active pedestrian protection system; install anti-theft alarm; ,user30
120,222BHPCRR2U716446,141,2021-04-30,2021-06-24,948.51,386293,change speaker configuration; repair seatbelt force limiters; ,user12
121,222BHPCRR2U716446,115,2021-07-30,2021-08-17,374.99,458445,fix ventilated seats; replace radiator hoses; ,user30
122,23XU4U8IFDL261229,181,2021-03-11,2021-03-12,18.12,65930,fix ventilated seats; remove oversteer; ,user12
123,23XU4U8IFDL261229,141,2021-03-26,2021-04-05,199.33,135300,replace steering column lock; fix solar sunroof; ,user30
124,23XU4U8IFDL261229,252,2021-04-08,2021-04-19,90.6,169393,attach spoiler; fix ventilated seats; ,user12
125,23XU4U8IFDL261229,182,2021-05-05,2021-05-26,344.29,234023,fix nvh dampening system; adjust retractable mirrors; ,user30
126,23XU4U8IFDL261229,209,2021-06-11,2021-07-04,362.42,297905,repair cooled seats; ,user17
127,23XU4U8IFDL261229,178,2021-07-31,2021-08-10,108.72,356221,fix cylinder head bolts; install active pedestrian protection system; ,user15
128,23XU4U8IFDL261229,180,2021-09-14,2021-09-17,36.24,370976,fix rear hvac; adjust traction control system; ,user33
129,26OCQWEQYJV636712,177,2021-06-23,2021-06-24,25.73,42254,fix broken tow hooks; refurbish power steering; ,user17
130,26OCQWEQYJV636712,163,2021-07-06,2021-07-10,102.94,81002,install separate rear audio; remove oversteer; ,user30
131,26OCQWEQYJV636712,1007,2021-07-15,2021-08-23,617.63,93950,fix cylinder head bolts; configure audio remote control; ,user30
132,26OCQWEQYJV636712,155,2021-09-02,2021-09-16,128.67,100839,upgrade navigation system; repair cooled seats; ,user15
133,26OCQWEQYJV636712,193,2021-09-20,2021-09-26,51.47,114817,add knee airbags; attach seat extension; ,user13
134,26RIMRHVSQK619881,184,2020-12-12,2020-12-26,65.9,97994,install anti-theft alarm; change purge valve; ,user29
135,26RIMRHVSQK619881,131,2020-12-27,2020-12-30,65.9,99036,adjust retractable mirrors; replace crankcase ventilation filter; ,user17
136,26RIMRHVSQK619881,1012,2021-01-02,2021-01-22,98.85,104860,adjust retractable mirrors; adjust hybrid performance; ,user15
137,26RIMRHVSQK619881,249,2021-03-05,2021-04-01,395.41,393766,replace brake pedal spring; adjust seat belts tension; ,roland
138,26RIMRHVSQK619881,137,2021-04-18,2021-05-18,395.41,564054,install roof spoiler; change coolant; ,roland
139,26RIMRHVSQK619881,204,2021-06-23,2021-07-01,131.8,785525,set up satellite radio; ,user17
140,26RIMRHVSQK619881,102,2021-07-07,2021-07-19,164.75,821654,adjust ignition timing; configure universal remote control; ,user29
141,26RIMRHVSQK619881,213,2021-07-31,2021-08-20,32.95,864245,change coolant; replace radiator hoses; ,user13
142,26RIMRHVSQK619881,228,2021-08-31,2021-09-24,214.18,907075,replace tail lights; install on-board diagnosis system; ,user30
143,280ECEXOEHP375800,182,2021-05-08,2021-07-05,211.34,5810,replace liftgate window; install anti-theft alarm; ,user12
144,280ECEXOEHP375800,207,2021-07-07,2021-07-28,169.07,26724,adjust turn signals; ,roland
145,280ECEXOEHP375800,120,2021-07-31,2021-08-04,84.53,43854,change oil filter; set up auto-delay headlights; ,user15
146,280ECEXOEHP375800,147,2021-08-21,2021-08-27,63.4,158158,replace serpentine belt; improve engine performance; ,user12
147,2GJ51MZ0A1N199895,235,2021-02-22,2021-02-24,54.87,28761,change suspension fluid; adjust hybrid performance; ,user12
148,2GJ51MZ0A1N199895,182,2021-03-10,2021-03-23,246.9,194279,install anti-theft alarm; change purge valve; ,user13
149,2GJ51MZ0A1N199895,253,2021-06-11,2021-06-23,54.87,1110095,replace radiator core & ac condenser; ,user13
150,2GJ51MZ0A1N199895,226,2021-07-07,2021-07-17,27.43,1261293,reconfigure service reminder light; add knee airbags; ,user12
151,2GJ51MZ0A1N199895,169,2021-07-30,2021-07-30,27.43,1341336,replace tail lights; ,user33
152,2GJ51MZ0A1N199895,262,2021-07-31,2021-09-26,1344.22,1348411,fix nvh dampening system; attach spoiler; ,user13
153,2H6ZZF8OOXC822443,225,2020-08-05,2020-09-25,909.92,472034,change pcv filter/pcv valve; ,user29
154,2H6ZZF8OOXC822443,1012,2020-11-17,2021-01-03,478.91,947457,repair direct injection system; install turbocharger; ,user17
155,2H6ZZF8OOXC822443,227,2021-01-25,2021-06-10,5315.86,1013067,adjust turn signals; repair cooled seats; ,user12
156,2JS82H11FSA911163,163,2021-04-29,2021-05-10,297.32,156810,fix external temperature display; set up auto-delay headlights; ,user29
157,2JS82H11FSA911163,1015,2021-05-23,2021-06-04,42.47,179010,install intelligent alternator; reduce carbon footprint; ,roland
158,2JS82H11FSA911163,248,2021-06-08,2021-06-21,552.17,179772,adjust running boards; replace stabilizer bar; ,user13
159,2JS82H11FSA911163,1010,2021-07-02,2021-07-04,84.95,270710,adjust turn signals; make polarization coating; ,user12
160,2JS82H11FSA911163,1014,2021-07-14,2021-07-18,42.47,283305,change oil filter; configure audio remote control; ,user30
161,2JS82H11FSA911163,166,2021-09-05,2021-09-14,84.95,408987,fix rear defroster; upgrade navigation system; ,user33
162,2JS82H11FSA911163,1026,2021-09-18,2021-09-18,42.47,412289,change purge valve; ,user13
163,2NMR3SMFNAZ813043,191,2021-06-30,2021-07-09,274.33,146461,set up gyro sensor; ,user33
164,2NMR3SMFNAZ813043,224,2021-07-17,2021-08-29,1152.19,194614,install curtain airbags; fix nvh dampening system; ,user15
165,2UL7JBUREY0725461,1022,2021-06-28,2021-07-02,129.59,193819,replace stabilizer bar; install dusk-sensing headlights; ,user30
166,2UL7JBUREY0725461,200,2021-07-03,2021-07-04,43.2,199212,fix power activated release; install dusk-sensing headlights; ,roland
167,2UL7JBUREY0725461,1028,2021-07-06,2021-08-03,734.33,210660,repair cooled seats; fix solar sunroof; ,user17
168,2UL7JBUREY0725461,126,2021-08-17,2021-08-20,172.78,345788,set up gyro sensor; install intelligent alternator; ,roland
169,2UL7JBUREY0725461,143,2021-09-03,2021-09-12,431.96,374808,adjust accelerator pedal linkage; ,user13
170,2UL7JBUREY0725461,238,2021-09-13,2021-09-26,215.98,377158,fix external temperature display; correct abs; ,user30
171,2W7BN5RJGCI094698,1032,2021-07-06,2021-08-04,1663.44,81617,adjust traction control system; ,user29
172,2W7BN5RJGCI094698,245,2021-08-26,2021-08-30,237.63,108046,replace timing belt tensioner; repair direct injection system; ,user33
173,2W7BN5RJGCI094698,222,2021-09-21,2021-09-22,237.63,312562,fix power activated release; reduce carbon footprint; ,user17
174,2ZGQSMRVMSR266772,234,2021-07-01,2021-07-04,47.04,57081,change suspension fluid; ,user17
175,2ZGQSMRVMSR266772,218,2021-07-08,2021-07-11,11.76,89132,set up auto-delay headlights; adjust seat belts tension; ,user15
176,2ZGQSMRVMSR266772,170,2021-07-12,2021-07-19,23.52,96854,replace timing belt tensioner; reduce fuel consumption; ,user33
177,2ZGQSMRVMSR266772,147,2021-08-08,2021-08-16,105.83,123868,change oil filter; replace tail lights; ,user13
178,2ZGQSMRVMSR266772,263,2021-08-17,2021-08-28,11.76,134789,fix power activated release; install dusk-sensing headlights; ,user29
179,2ZGQSMRVMSR266772,134,2021-09-03,2021-09-05,11.76,140972,reduce carbon footprint; repair cooled seats; ,roland
180,2ZGQSMRVMSR266772,132,2021-09-25,2021-09-26,11.76,279931,replace liftgate window; repair seatbelt force limiters; ,user17
181,36GPKZLLJM1116960,157,2020-05-16,2020-05-29,337.24,371260,adjust accelerator pedal linkage; adjust regenerative braking; ,user13
182,36GPKZLLJM1116960,254,2020-06-20,2020-07-11,1011.72,498830,replace timing belt tensioner; install intelligent alternator; ,user29
183,36GPKZLLJM1116960,157,2020-07-26,2020-08-18,963.54,558771,adjust reverse tilt mirrors; change steering rack; ,user30
184,36GPKZLLJM1116960,183,2020-09-23,2020-10-15,963.54,750737,adjust climate control; set up auto-delay headlights; ,user29
185,36GPKZLLJM1116960,152,2020-11-20,2021-01-04,1927.08,913753,fix sunroof; ,user29
186,36GPKZLLJM1116960,230,2021-02-06,2021-04-22,3661.45,995272,set up satellite radio; fix solar sunroof; ,user13
187,36GPKZLLJM1116960,110,2021-04-29,2021-05-10,240.88,1007036,improve engine performance; adjust adaptive cruise control; ,user13
188,36GPKZLLJM1116960,179,2021-05-30,2021-06-15,529.95,1125682,replace brake pedal spring; ,roland
189,36GPKZLLJM1116960,139,2021-08-23,2021-09-17,1059.89,1280070,add heated windshield; install curtain airbags; ,user15
190,36HU6JXKV0B908236,232,2020-07-30,2020-08-17,635.58,94929,change air conditioner refrigerant; fix broken tow hooks; ,user13
191,36HU6JXKV0B908236,180,2020-09-05,2020-11-04,476.69,277477,adjust hybrid performance; replace stabilizer bar; ,user33
192,36HU6JXKV0B908236,161,2021-01-08,2021-01-10,119.17,499471,fix nvh dampening system; configure universal remote control; ,user17
193,36HU6JXKV0B908236,259,2021-02-10,2021-02-13,39.72,827110,adjust block heater; replace tail lights; ,user29
194,3856NH1QBEC536316,197,2020-03-16,2020-07-01,893.1,231571,install dusk-sensing headlights; make polarization coating; ,user17
195,3856NH1QBEC536316,1030,2020-07-30,2020-08-04,19.85,571851,install dusk-sensing headlights; install roof spoiler; ,roland
196,3856NH1QBEC536316,130,2020-08-26,2020-09-19,59.54,637483,adjust climate control; fix cylinder head bolts; ,user17
197,3856NH1QBEC536316,199,2020-12-02,2021-01-13,59.54,1131833,fix cylinder head bolts; change wheel cylinders; ,user15
198,3856NH1QBEC536316,255,2021-02-15,2021-04-11,19.85,1236375,check drive axle boots; ,user12
199,3856NH1QBEC536316,222,2021-05-23,2021-06-07,238.16,1504499,replace timing belt tensioner; adjust climate control; ,user13
200,3856NH1QBEC536316,233,2021-07-13,2021-08-16,476.32,1697779,fix air filter restriction indicator; replace crankcase ventilation filter; ,user33
201,3A03KTHXJ6O098081,1007,2021-06-15,2021-06-24,134.76,245987,repair direct injection system; improve cylinder configuration; ,user29
202,3A03KTHXJ6O098081,101,2021-06-28,2021-06-30,101.07,293623,repair shiftable automatic transmission; repair seatbelt force limiters; ,user17
203,3A03KTHXJ6O098081,260,2021-07-06,2021-07-19,370.6,310381,change purge valve; change suspension fluid; ,user33
204,3A03KTHXJ6O098081,1009,2021-07-26,2021-07-27,67.38,341860,replace brake pedal spring; ,user13
205,3A03KTHXJ6O098081,185,2021-08-18,2021-08-24,168.45,394252,attach seat extension; ,user29
206,3A03KTHXJ6O098081,1030,2021-08-26,2021-08-28,101.07,404610,install dusk-sensing headlights; ,user17
207,3A03KTHXJ6O098081,133,2021-09-01,2021-09-04,101.07,438350,configure audio remote control; install curtain airbags; ,user12
208,3A03KTHXJ6O098081,241,2021-09-05,2021-09-08,134.76,449653,install on-board diagnosis system; ,user30
209,3A03KTHXJ6O098081,252,2021-09-11,2021-09-18,202.15,483378,adjust block heater; ,user29
210,3A3OOF2JN5W951740,1030,2021-07-08,2021-08-09,17.63,85496,set up auto-delay headlights; adjust ignition timing; ,user17
211,3A3OOF2JN5W951740,153,2021-08-21,2021-08-27,70.52,155109,reduce blind spot; fix rear hvac; ,user13
212,3BZD4P4QMXX657876,262,2020-05-03,2020-11-05,1431.14,255622,install parking sensors; attach spoiler; ,roland
213,3BZD4P4QMXX657876,185,2020-11-25,2020-12-09,130.1,441302,adjust retractable mirrors; upgrade navigation system; ,user13
214,3BZD4P4QMXX657876,200,2020-12-29,2021-07-12,3339.33,553030,reconfigure service reminder light; fix external temperature display; ,user15
215,3C8P2TNWAH7477883,244,2020-04-04,2020-05-16,601.15,182107,adjust ignition timing; set up gyro sensor; ,roland
216,3C8P2TNWAH7477883,176,2020-07-19,2020-10-11,2050.97,465736,replace ace filter; make polarization coating; ,user15
217,3C8P2TNWAH7477883,178,2021-01-27,2021-03-17,1131.57,510540,replace radiator hoses; replace water pump; ,user15
218,3C8P2TNWAH7477883,166,2021-04-17,2021-07-23,2333.86,635054,fix air filter restriction indicator; ,user33
219,3J73EOBU1AT381615,122,2021-09-02,2021-09-15,859,665851,adjust low fuel warning indicator; install on-board diagnosis system; ,user17
220,3JLCARWCAYY553033,184,2021-06-23,2021-06-28,22.64,65532,replace timing belt tensioner; ,user30
221,3JLCARWCAYY553033,167,2021-06-29,2021-07-12,147.14,72139,replace radiator hoses; adjust climate control; ,user17
222,3JLCARWCAYY553033,241,2021-07-27,2021-07-30,11.32,156689,prevent fuel pump shutoff; change timing belt; ,user29
223,3JLCARWCAYY553033,186,2021-08-16,2021-08-16,11.32,344156,adjust adaptive cruise control; install anti-theft alarm; ,user15
224,3JLCARWCAYY553033,249,2021-08-21,2021-08-22,22.64,393205,adjust ignition timing; reduce blind spot; ,user30
225,3JLCARWCAYY553033,238,2021-08-26,2021-09-01,67.91,406438,repair shiftable automatic transmission; add heated windshield; ,user15
226,3JLCARWCAYY553033,170,2021-09-09,2021-09-12,45.27,438912,adjust running boards; change purge valve; ,user33
227,3JLCARWCAYY553033,115,2021-09-19,2021-09-25,79.23,464989,replace catalytic converter; attach seat extension; ,user33
228,3LSIXEX21UG135253,166,2020-09-01,2020-09-25,459.94,241650,repair shiftable automatic transmission; adjust retractable mirrors; ,user29
229,3LSIXEX21UG135253,206,2020-09-27,2020-10-18,306.62,247943,change brake linings; attach seat extension; ,user17
230,3LSIXEX21UG135253,1005,2020-12-08,2021-01-02,1328.7,587886,adjust accelerator pedal linkage; configure audio remote control; ,roland
231,3LSIXEX21UG135253,141,2021-01-23,2021-03-10,613.25,785086,change pcv filter/pcv valve; replace liftgate window; ,user30
232,3LSIXEX21UG135253,212,2021-04-07,2021-04-22,562.14,997700,install vanity mirrors; adjust traction control system; ,roland
233,3LSIXEX21UG135253,118,2021-04-25,2021-04-29,255.52,1033052,adjust reverse tilt mirrors; ,user13
