18,NM-PACBS0189,1,9.74,Funholding
18,ZN-BAE0006,1,31.85,Zathunicon
19,NM-BAE0007,2,6.12,Zathunicon
19,NM-EAEESS0058,3,9.13,Funholding
19,PP-PACBS0196,1,22.09,Plexzap
20,ZN-EAEM0138,3,13.16,Nam-zim
20,ZN-ICS0161,1,6.7,Toughzap
21,FG-BAEW0034,4,65.71,Blackzim
21,FH-EAECS0051,4,117.93,Betatech
21,FH-EAEM0142,4,54.99,Plexzap
21,TP-EAES0113,1,88.14,Nam-zim
22,BM-EAEM0145,2,129.62,Nam-zim
22,FH-EAEM0150,3,31.17,Nam-zim
22,FH-PACBS0190,3,32.18,Nam-zim
23,FH-BAE0016,1,67.44,Toughzap
23,FH-ICS0158,4,36.51,Blackzim
23,NM-EAEGAM0068,4,81.36,Blackzim
23,NM-PACBS0191,1,78.18,Toughzap
23,TP-EAEESS0055,2,112.82,Plexzap
23,ZN-BAED0032,2,32.98,Finhigh
23,ZN-BAEW0034,4,65.75,Zathunicon
24,NM-BAE0010,2,63.36,Finhigh
24,NM-PACBS0166,4,41.74,Zathunicon
24,ZN-EAES0112,3,82.02,Plexzap
25,BM-BAE0011,1,44.89,Funholding
26,PP-EAEGAM0069,1,27.46,Blackzim
26,PP-EAEGAM0074,4,6.08,Betatech
26,TP-BAE0008,3,50.21,Plexzap
26,TP-EAEIS0078,4,55.75,Zathunicon
27,BH-EAEM0147,1,57.5,Blackzim
27,BH-EAEM0149,1,17.72,Finhigh
27,NM-EAES0110,2,46.03,Blackzim
27,NM-PACBS0179,3,1.56,Blackzim
28,FG-EAECS0050,3,0.75,Blackzim
28,NM-BAED0025,3,31.55,Toughzap
28,NM-PACBS0176,2,42.11,Blackzim
29,BH-EAELASS0086,1,44.51,Funholding
29,BH-EAEM0144,2,12.68,Finhigh
29,BH-EAEWH0129,1,28.48,Zathunicon
29,BH-PACBS0167,2,55.24,Zathunicon
29,BM-EAELASS0086,1,17.92,Zathunicon
29,ZN-EAEM0133,4,21.92,Blackzim
29,ZN-EAES0101,2,47.23,Blackzim
30,BM-BAE0004,1,46.41,Betatech
30,BM-EAEM0143,2,39.49,Zathunicon
30,FH-BAED0024,2,20.02,Toughzap
30,FH-BAED0028,3,65.96,Toughzap
30,PP-EAEM0132,4,4.44,Toughzap
30,PP-ICS0158,3,8.07,Betatech
31,BH-EAEAD0047,3,367.52,Plexzap
31,FH-BAED0030,2,125.59,Funholding
31,FH-BAED0032,4,60.54,Toughzap
31,ZN-BAE0020,3,21.38,Funholding
31,ZN-BAED0029,1,344.16,Nam-zim
32,BM-EAES0093,4,387.67,Blackzim
32,BM-EAES0113,1,90.98,Finhigh
36,BH-EAEGAM0074,2,61.99,Nam-zim
36,BH-ICS0158,3,36.51,Betatech
36,BM-EAEGAM0062,2,120.26,Nam-zim
36,BM-EAEM0150,1,132.56,Zathunicon
36,BM-ICS0156,2,61.85,Toughzap
37,FH-EAEM0150,4,37.67,Funholding
37,TP-EAEIS0077,4,87.94,Betatech
37,TP-EAEM0146,1,96.23,Betatech
37,ZN-EAESS0117,1,18.12,Plexzap
38,FH-BAE0020,3,90.14,Zathunicon
38,FH-EAESS0116,2,72.19,Toughzap
39,FH-EAEM0144,1,75.68,Finhigh
39,FH-EAES0102,4,134.39,Plexzap
39,PP-BAE0002,2,86.47,Toughzap
39,PP-BAED0024,1,86.87,Betatech
40,FG-EAEAD0047,2,21.67,Zathunicon
40,FG-PACBS0177,2,14.02,Toughzap
40,PP-BAED0028,2,41.09,Toughzap
40,PP-EAES0104,4,13.17,Zathunicon
41,BH-BAE0016,4,30.08,Betatech
41,PP-EAEGAM0064,4,23.36,Finhigh
41,PP-ICS0157,1,3.78,Zathunicon
41,ZN-ICS0162,2,43.67,Nam-zim
41,ZN-IFCAP0152,3,43.39,Blackzim
42,NM-EAEM0142,4,28.76,Toughzap
42,TP-EAEESS0056,2,6.01,Plexzap
42,TP-PACBS0173,4,45.87,Finhigh
43,FG-BAE0014,3,36.02,Plexzap
43,NM-10141,1,40.24,Betatech
43,NM-EAEGAM0063,3,37.73,Funholding
44,BH-EAESS0117,3,16.35,Plexzap
44,BH-PACBS0169,1,13.88,Toughzap
44,FH-EAES0093,1,39.22,Funholding
44,NM-BAE0002,1,7.93,Betatech
44,TP-ICS0154,3,34.54,Funholding
44,TP-PACBS0191,2,12.54,Toughzap
45,FG-EAEM0146,1,18.73,Funholding
45,FG-EAESS0115,1,18.68,Toughzap
45,FH-EAEM0134,1,45.92,Betatech
45,FH-EAEM0135,3,1.42,Betatech
45,PP-BAE0017,1,14.17,Blackzim
45,ZN-EAEAD0042,1,26.07,Toughzap
45,ZN-EAEM0140,2,26.27,Zathunicon
46,BH-EAEESS0060,2,65.45,Blackzim
46,FH-EAEGAM0074,4,13.98,Toughzap
46,FH-EAELASS0092,2,38.23,Zathunicon
46,FH-EAES0093,2,10.52,Blackzim
46,ZN-PACBS0197,2,24.97,Toughzap
47,BH-EAEM0149,2,65.38,Nam-zim
47,ZN-BAED0031,3,57.69,Nam-zim
48,BH-PACBS0191,3,62.38,Betatech
48,BM-EAEESS0053,1,4.28,Nam-zim
48,ZN-BAE0014,3,40.54,Finhigh
49,BH-ICS0158,4,16.26,Zathunicon
49,BM-EAEGAM0071,3,18.02,Nam-zim
50,FH-EAECS0051,3,90.64,Funholding
50,FH-EAEGAM0069,3,86.25,Betatech
50,TP-BAE0000,2,8.42,Betatech
50,TP-BAEW0038,3,53.29,Funholding
50,TP-EAEGAM0067,3,14.89,Funholding
50,TP-PACBS0178,2,13.44,Finhigh
51,FG-BAE0015,1,77.31,Plexzap
51,PP-BAE0000,2,74.64,Betatech
52,BH-EAECS0048,1,63.67,Toughzap
52,BH-EAEWH0131,4,62.97,Funholding
52,FG-EAES0124,3,45.82,Nam-zim
52,FG-PACBS0164,4,72.68,Plexzap
52,FH-10141,1,90.43,Finhigh
52,FH-BAE0015,2,17.51,Betatech
52,FH-EAES0103,1,7.93,Funholding
52,FH-PACBS0190,1,89.7,Plexzap
52,ZN-BAED0029,4,67.21,Nam-zim
52,ZN-EAELASS0092,2,32.64,Nam-zim
53,FH-EAEM0140,1,79.6,Zathunicon
53,NM-EAELASS0090,2,51.79,Zathunicon
55,BM-EAES0096,4,24.21,Toughzap
55,FG-EAEAD0041,1,43.69,Betatech
55,FG-PACBS0173,3,71.57,Zathunicon
57,BM-10141,3,94.2,Nam-zim
57,FG-PACBS0175,4,42.95,Nam-zim
58,FG-EAEM0145,2,42.33,Plexzap
59,FG-EAEAD0047,3,44.74,Zathunicon
59,FG-EAEM0138,2,86.93,Toughzap
59,FG-EAES0093,3,35.55,Nam-zim
59,FG-EAESS0118,2,54.75,Funholding
59,TP-EAES0101,1,28.33,Blackzim
60,FH-EAEESS0060,4,14.28,Toughzap
60,FH-EAEGAM0071,1,18.46,Funholding
60,FH-EAEIS0079,1,3.02,Plexzap
60,FH-ICS0162,3,7.49,Funholding
60,NM-EAEGAM0062,1,12.63,Finhigh
60,NM-EAES0108,3,3.69,Finhigh
60,TP-EAEWH0128,4,23.93,Nam-zim
60,TP-ICS0161,4,17.15,Betatech
61,BM-EAEIS0075,4,12.69,Zathunicon
61,NM-BAE0011,3,23.17,Funholding
61,NM-EAECS0051,3,26.61,Betatech
62,BM-BAE0013,3,12.39,Blackzim
62,BM-EAEM0136,1,27.72,Funholding
62,TP-BAED0026,1,14.6,Zathunicon
62,TP-ICS0156,3,20.08,Plexzap
63,FH-EAECS0049,1,28.3,Blackzim
63,FH-PACBS0172,4,15.31,Funholding
64,FG-EAEESS0058,2,0.56,Toughzap
64,ZN-EAES0126,2,20.22,Finhigh
64,ZN-PACBS0183,1,27.41,Blackzim
65,BM-BAED0031,3,9.29,Blackzim
65,BM-EAEAD0041,3,27.97,Funholding
65,BM-EAES0105,1,0.36,Betatech
65,FG-EAEM0135,2,15.96,Finhigh
66,FG-10141,2,73.73,Blackzim
66,FG-EAEGAM0073,4,35.78,Zathunicon
67,PP-PACBS0174,3,98.84,Betatech
68,ZN-ICS0161,1,25.21,Blackzim
70,FH-EAECS0052,3,28.86,Betatech
70,NM-BAE0015,1,9.61,Plexzap
70,PP-EAEESS0059,1,18.42,Toughzap
70,PP-EAEM0144,3,26.85,Finhigh
70,PP-EAES0094,4,15.33,Finhigh
70,TP-BAEW0036,1,23.57,Toughzap
70,TP-EAES0112,3,31.18,Nam-zim
70,TP-PACBS0173,2,18.83,Plexzap
71,BH-EAEESS0058,1,28.73,Finhigh
71,NM-BAE0014,3,17.19,Funholding
71,NM-BAED0032,3,28.69,Zathunicon
71,NM-EAES0096,1,31.68,Toughzap
72,BM-BAE0000,1,18.98,Blackzim
72,TP-EAEAD0044,2,7.58,Toughzap
72,TP-EAES0101,1,10.8,Blackzim
72,ZN-IFCAP0151,3,7.41,Zathunicon
73,ZN-EAEESS0058,3,25.64,Betatech
73,ZN-EAES0100,4,53.87,Betatech
75,FG-PACBS0183,1,12.83,Funholding
75,PP-BAEW0040,1,21.03,Zathunicon
75,PP-ICS0155,3,57.98,Nam-zim
75,ZN-BAE0003,2,46.66,Funholding
75,ZN-EAELASS0084,1,29.61,Nam-zim
76,BM-EAES0110,3,75.93,Toughzap
76,NM-BAEW0039,4,105.26,Betatech
76,NM-EAEIS0081,2,105.06,Finhigh
76,ZN-EAEM0147,2,10.64,Zathunicon
76,ZN-PACBS0197,2,28.53,Funholding
76,ZN-PACBS0198,1,22.33,Funholding
77,BM-ICS0160,2,106.26,Toughzap
77,BM-PACBS0195,4,25.66,Zathunicon
77,NM-EAEM0137,3,72.08,Toughzap
77,TP-BAE0022,3,74.98,Blackzim
78,PP-PACBS0189,4,33.15,Nam-zim
78,ZN-BAED0030,1,3.54,Funholding
78,ZN-PACBS0170,3,0.44,Blackzim
79,NM-ICS0154,3,30.02,Funholding
79,PP-BAE0008,4,34.35,Betatech
79,PP-PACBS0192,4,1.07,Betatech
80,ZN-EAES0102,2,15.06,Blackzim
80,ZN-PACBS0186,1,17.12,Toughzap
81,NM-EAESS0118,2,29.46,Finhigh
82,TP-BAEW0036,4,10.48,Finhigh
82,TP-EAEIS0079,4,30.52,Nam-zim
83,FG-EAES0106,1,61.23,Betatech
83,FG-ICS0157,3,89.29,Nam-zim
83,NM-EAELASS0092,1,61.38,Plexzap
83,NM-PACBS0179,2,8.59,Finhigh
84,FG-BAED0023,2,25.42,Plexzap
84,FG-EAEESS0057,2,9.71,Plexzap
84,FG-PACBS0192,2,48.37,Toughzap
84,NM-BAED0030,4,74.62,Funholding
84,NM-PACBS0173,1,34.86,Nam-zim
84,PP-EAEM0134,1,35.69,Blackzim
84,PP-EAES0109,1,75.42,Blackzim
84,TP-EAEGAM0063,2,52,Plexzap
84,TP-EAEM0149,1,7.68,Zathunicon
85,BM-EAEGAM0072,3,9.23,Finhigh
85,FG-BAE0010,2,41.91,Funholding
85,FG-BAEW0038,1,19.79,Funholding
85,FH-EAEESS0059,2,61.3,Blackzim
85,ZN-BAE0020,2,32.7,Plexzap
85,ZN-PACBS0176,4,17.04,Betatech
86,BH-EAES0112,2,81.01,Nam-zim
86,FG-EAES0104,4,46.77,Finhigh
88,FG-ICS0159,3,91.98,Plexzap
88,FG-PACBS0183,3,81.18,Nam-zim
88,PP-EAEGAM0064,4,3.82,Funholding
88,PP-EAEIS0075,2,29.63,Nam-zim
89,FH-EAESS0119,4,47.13,Zathunicon
89,FH-PACBS0164,4,13.91,Blackzim
89,PP-EAECS0051,2,56.54,Funholding
90,FH-EAEESS0053,3,39.13,Zathunicon
90,FH-PACBS0190,2,15.42,Zathunicon
90,ZN-EAEESS0057,3,3.38,Finhigh
90,ZN-PACBS0173,4,41.74,Finhigh
91,BH-EAEAD0041,2,76.95,Funholding
91,FG-EAEGAM0066,1,56.4,Finhigh
91,FG-PACBS0194,1,9.66,Toughzap
91,FH-EAELASS0085,1,61.21,Toughzap
91,FH-EAES0112,3,20.35,Toughzap
92,BM-EAEGAM0065,2,76.36,Blackzim
92,BM-EAEM0132,3,67.94,Nam-zim
92,FG-BAED0030,3,66.51,Nam-zim
92,FG-EAESS0115,2,14.84,Plexzap
92,TP-EAECS0048,3,33.28,Finhigh
92,TP-EAELASS0090,1,24.65,Toughzap
92,TP-EAES0110,1,4.84,Funholding
92,TP-PACBS0189,2,26.96,Finhigh
93,FG-EAEWH0130,1,55.89,Zathunicon
93,FG-ICS0157,3,30.77,Funholding
94,FG-EAECS0052,4,69.56,Toughzap
94,NM-EAEGAM0073,2,15.21,Betatech
94,NM-EAEM0136,1,58.42,Betatech
95,FH-EAELASS0086,1,31.81,Plexzap
95,FH-PACBS0191,4,79.09,Nam-zim
96,BH-BAED0024,3,24.87,Funholding
96,BH-EAEAD0044,1,31.83,Toughzap
96,BH-PACBS0179,3,75.81,Zathunicon
96,FG-BAE0018,1,60.84,Zathunicon
96,FG-EAEM0142,3,72.71,Plexzap
96,ZN-EAES0093,4,9.76,Zathunicon
96,ZN-PACBS0171,3,72.54,Finhigh
96,ZN-PACBS0177,1,41.62,Nam-zim
97,ZN-PACBS0175,1,49.45,Betatech
98,BM-EAES0127,1,17.75,Betatech
99,BH-10141,1,23.49,Blackzim
99,BH-ICS0154,3,33.68,Blackzim
99,FG-BAE0020,2,25.67,Funholding
99,FH-EAEESS0057,3,24.11,Funholding
99,FH-EAEGAM0074,3,32.83,Zathunicon
99,FH-EAES0106,3,4.68,Nam-zim
99,FH-PACBS0192,2,17.7,Nam-zim
99,NM-ICS0161,3,20.96,Plexzap
99,PP-EAEIS0080,4,27.29,Zathunicon
100,NM-EAEM0137,1,7.76,Nam-zim
100,TP-BAE0018,4,31.32,Blackzim
100,TP-EAEWH0131,2,6.28,Toughzap
101,BM-BAED0025,2,26.76,Nam-zim
101,BM-EAEAD0044,4,21.13,Zathunicon
101,FH-PACBS0192,1,12.01,Plexzap
102,BH-EAES0123,4,10.66,Nam-zim
102,PP-EAEAD0047,3,31.31,Plexzap
102,PP-EAES0094,3,32.38,Toughzap
103,FG-BAE0021,1,18.25,Toughzap
103,TP-EAEIS0075,1,25.91,Betatech
104,BH-BAE0000,4,14.81,Betatech
104,BH-PACBS0172,2,1.09,Plexzap
104,FG-EAEM0150,3,31.18,Finhigh
104,FG-EAES0126,1,10.92,Betatech
104,FH-BAE0000,4,8.41,Zathunicon
104,FH-ICS0155,2,15.72,Blackzim
104,PP-BAE0011,3,22.57,Toughzap
104,PP-BAEW0039,1,11.67,Funholding
105,FG-BAE0016,2,131.68,Zathunicon
105,FG-BAED0023,4,90.52,Zathunicon
105,TP-EAES0127,4,137.02,Finhigh
105,TP-ICS0157,1,27.42,Betatech
106,BH-EAELASS0083,1,9.5,Zathunicon
106,BH-EAEM0145,1,10.54,Betatech
106,NM-EAES0098,3,19.02,Toughzap
106,TP-EAEAD0046,3,50.41,Betatech
106,TP-EAES0112,3,2.47,Toughzap
106,TP-ICS0155,1,14.04,Nam-zim
107,BH-EAEIS0080,4,3,Funholding
107,BH-EAEM0132,1,47.81,Betatech
107,BH-PACBS0168,4,9.68,Blackzim
107,BH-PACBS0190,4,33.56,Nam-zim
107,FH-EAEM0149,2,21.38,Zathunicon
107,FH-PACBS0170,4,14.85,Finhigh
107,NM-ICS0153,4,21.5,Nam-zim
107,PP-EAESS0117,2,45.63,Zathunicon
108,BH-PACBS0167,3,42.82,Toughzap
108,BH-PACBS0183,2,49.6,Finhigh
109,BM-EAEM0148,1,2.52,Blackzim
109,FG-PACBS0191,1,65.21,Toughzap
109,NM-EAEAD0043,2,22.24,Betatech
109,NM-EAEGAM0066,2,38.29,Betatech
109,PP-BAE0016,2,6.6,Blackzim
109,PP-EAEIS0079,2,53.42,Funholding
109,TP-BAE0019,3,22.7,Plexzap
109,TP-PACBS0177,4,10.68,Nam-zim
111,BH-EAEGAM0067,4,46.71,Plexzap
111,BH-EAES0109,1,5.33,Betatech
112,NM-EAEESS0058,3,64.37,Funholding
112,NM-EAES0107,1,12.87,Zathunicon
112,TP-IFCAP0152,4,66.82,Toughzap
113,BH-BAED0030,4,16.65,Blackzim
113,BH-EAEESS0055,4,4.96,Funholding
113,FG-EAEIS0079,3,59.1,Toughzap
113,FG-ICS0158,3,48.79,Betatech
113,PP-EAEM0147,2,37.05,Plexzap
113,PP-EAESS0118,1,21.96,Plexzap
114,ZN-EAEAD0047,1,61.41,Nam-zim
115,BH-EAECS0049,1,6.57,Nam-zim
115,BH-EAEGAM0074,4,41.61,Betatech
115,FG-EAELASS0092,2,17.97,Nam-zim
115,FH-EAEM0138,3,28.4,Zathunicon
115,PP-EAEWH0128,1,55.03,Nam-zim
115,PP-ICS0159,4,66.59,Toughzap
116,BM-BAE0022,3,47.46,Betatech
116,NM-ICS0161,1,63.17,Plexzap
117,FH-BAED0028,2,0.78,Funholding
117,FH-PACBS0192,3,73.87,Zathunicon
118,BH-BAE0020,1,64.45,Funholding
118,FG-BAE0017,1,58.53,Betatech
118,FG-EAECS0049,2,52.88,Betatech
119,PP-EAEESS0056,2,53.58,Toughzap
119,PP-PACBS0176,2,44.87,Toughzap
119,ZN-EAESS0118,3,9.95,Nam-zim
119,ZN-PACBS0163,3,65.45,Funholding
120,NM-EAECS0048,2,49,Blackzim
120,TP-EAEAD0041,1,33.21,Toughzap
120,TP-EAEIS0080,3,54.98,Finhigh
122,BH-EAEAD0042,3,0.46,Finhigh
122,FG-BAED0025,4,50.57,Finhigh
122,FH-ICS0158,1,41.58,Zathunicon
123,BM-EAESS0118,2,25.24,Toughzap
123,FG-PACBS0164,2,31.68,Zathunicon
123,FH-EAECS0049,3,39.18,Zathunicon
123,FH-EAEWH0129,3,45.55,Funholding
123,NM-EAELASS0089,3,48.34,Betatech
123,NM-ICS0156,4,50.33,Funholding
124,NM-EAEGAM0067,1,14.71,Funholding
126,FH-EAEAD0044,3,54.32,Betatech
126,FH-EAES0104,4,10.8,Toughzap
126,NM-EAECS0049,1,53.18,Toughzap
126,NM-ICS0156,3,25.95,Zathunicon
126,TP-PACBS0165,1,36.56,Toughzap
128,TP-EAESS0117,3,7.89,Zathunicon
128,TP-ICS0161,3,48.74,Nam-zim
128,ZN-PACBS0175,4,12.76,Funholding
130,BH-EAEAD0047,1,26.58,Zathunicon
130,ZN-BAE0021,4,71.48,Plexzap
130,ZN-BAEW0038,1,50.04,Blackzim
131,NM-BAE0005,3,28.5,Blackzim
131,NM-EAES0097,3,19.23,Zathunicon
131,TP-EAES0100,2,18.45,Blackzim
132,NM-EAES0105,2,2.8,Zathunicon
132,TP-BAE0004,4,19.96,Zathunicon
132,TP-EAEGAM0070,2,14.04,Blackzim
133,FG-EAEM0139,1,70.78,Betatech
134,FH-ICS0161,1,9.12,Funholding
135,PP-EAES0104,1,24.12,Finhigh
135,PP-PACBS0170,2,40.25,Funholding
135,TP-EAELASS0085,2,1.71,Finhigh
135,TP-EAES0095,2,16.73,Blackzim
135,TP-PACBS0163,2,31.68,Funholding
135,ZN-BAED0032,4,11.09,Finhigh
135,ZN-EAEM0145,4,16.06,Finhigh
135,ZN-EAEM0149,4,26.92,Finhigh
135,ZN-EAES0123,2,30.56,Blackzim
136,BM-EAEESS0060,4,19.84,Blackzim
136,BM-PACBS0171,3,13.14,Toughzap
136,PP-EAES0124,4,2.79,Funholding
137,BH-EAES0107,4,36.53,Toughzap
137,BM-EAEGAM0068,3,17.82,Zathunicon
137,BM-EAES0104,1,33.45,Nam-zim
137,BM-EAESS0118,3,5.25,Zathunicon
137,ZN-BAE0022,1,23.35,Blackzim
137,ZN-EAEIS0076,2,44.91,Nam-zim
138,PP-EAEAD0041,3,1.09,Nam-zim
138,PP-ICS0154,4,19.89,Betatech
139,BM-BAED0024,4,2.01,Toughzap
139,FG-BAE0014,3,0.98,Nam-zim
139,PP-EAESS0117,2,30.78,Zathunicon
139,ZN-EAES0107,4,34.26,Zathunicon
139,ZN-PACBS0195,4,41.03,Betatech
140,FH-EAESS0117,2,38.95,Nam-zim
140,FH-PACBS0170,2,23.87,Finhigh
140,PP-BAE0015,1,24.62,Zathunicon
140,PP-PACBS0187,3,47.29,Finhigh
141,FG-BAE0004,3,11.47,Funholding
141,FG-EAESS0119,1,15.41,Zathunicon
141,FG-ICS0154,2,44.43,Betatech
141,ZN-BAE0004,1,33.53,Funholding
141,ZN-BAED0027,1,47.83,Nam-zim
143,BM-BAE0004,4,19.74,Betatech
143,BM-EAES0099,3,56.53,Funholding
143,BM-ICS0155,2,9.47,Funholding
143,FG-EAES0105,4,16.91,Funholding
143,FG-ICS0154,3,61.22,Blackzim
143,FH-EAEWH0130,2,18.37,Toughzap
143,PP-EAELASS0091,3,41.45,Blackzim
145,BH-PACBS0177,4,2.18,Betatech
145,FH-EAEGAM0074,4,28.68,Zathunicon
145,FH-PACBS0184,2,15.76,Toughzap
145,PP-EAELASS0085,1,23.63,Funholding
145,PP-ICS0162,4,7.81,Zathunicon
145,TP-EAEGAM0069,3,46.12,Betatech
145,TP-EAEGAM0072,3,46.44,Zathunicon
145,TP-EAES0101,2,60.25,Plexzap
146,TP-PACBS0175,4,36.69,Blackzim
149,NM-BAE0009,4,22.22,Blackzim
149,NM-BAE0012,2,58.04,Funholding
150,BM-BAEW0039,2,35.9,Funholding
150,PP-EAEAD0042,1,29.81,Funholding
150,PP-EAESS0115,2,61.39,Nam-zim
152,NM-EAEM0133,4,8.53,Finhigh
152,NM-ICS0162,2,26.23,Funholding
152,PP-BAE0008,2,0.93,Nam-zim
153,BH-EAES0098,4,91.16,Betatech
153,FH-EAELASS0086,3,14.05,Zathunicon
153,FH-EAES0102,4,24.43,Zathunicon
153,PP-EAEAD0041,3,116.88,Zathunicon
153,PP-EAELASS0092,1,83.25,Zathunicon
154,BM-EAECS0050,4,15.39,Nam-zim
154,BM-EAESS0115,2,52.6,Finhigh
154,FG-EAEGAM0062,4,59.9,Plexzap
154,FG-PACBS0183,2,93.9,Betatech
154,PP-EAEGAM0066,2,138.99,Nam-zim
154,PP-EAES0124,2,97.33,Nam-zim
154,TP-EAEM0134,3,37.19,Blackzim
154,TP-PACBS0189,1,108.47,Finhigh
155,NM-EAES0122,2,107.76,Blackzim
155,PP-PACBS0188,1,4.3,Finhigh
155,ZN-BAEW0035,2,136.71,Funholding
155,ZN-EAELASS0088,4,74.3,Plexzap
156,BH-BAED0029,4,58.02,Finhigh
156,BH-EAEIS0075,1,4.05,Finhigh
156,BH-EAESS0118,1,58.24,Nam-zim
156,BH-PACBS0179,2,80.36,Betatech
156,FG-PACBS0195,1,44.88,Plexzap
156,ZN-BAE0019,4,32.7,Toughzap
156,ZN-EAEIS0081,3,1.59,Blackzim
157,FH-EAES0106,2,91.36,Blackzim
157,TP-EAEM0139,4,18.23,Zathunicon
157,TP-EAES0106,4,28.79,Blackzim
157,TP-EAESS0118,2,74.33,Plexzap
158,FH-BAE0015,1,63.78,Finhigh
158,FH-BAED0025,4,97.95,Zathunicon
158,FH-EAEIS0077,4,12.58,Zathunicon
158,FH-EAES0099,4,32.48,Nam-zim
159,BM-BAE0011,1,124.34,Blackzim
159,BM-ICS0154,4,46.54,Blackzim
159,NM-BAED0025,4,108.29,Plexzap
159,NM-EAEAD0046,3,40.88,Plexzap
159,NM-PACBS0194,4,61.68,Plexzap
159,PP-EAES0108,3,70.46,Nam-zim
159,TP-BAED0024,4,45.1,Blackzim
159,TP-PACBS0168,3,12.3,Plexzap
160,ZN-EAELASS0092,4,113.07,Blackzim
161,NM-ICS0157,1,4,Toughzap
161,ZN-EAES0106,4,5.07,Funholding
161,ZN-EAES0122,2,64.77,Nam-zim
163,BM-EAES0098,3,77.27,Toughzap
163,BM-PACBS0192,3,77.46,Zathunicon
163,FG-BAE0012,2,25.06,Plexzap
163,FG-EAELASS0091,3,40.47,Finhigh
163,FH-BAE0015,1,49.58,Nam-zim
163,FH-PACBS0176,4,56.99,Blackzim
163,NM-ICS0156,2,64.27,Funholding
163,NM-PACBS0174,1,33.94,Blackzim
164,ZN-BAE0003,2,2.34,Plexzap
164,ZN-EAES0102,2,7.63,Finhigh
165,BM-PACBS0164,3,52.06,Finhigh
165,BM-PACBS0195,1,48.22,Plexzap
165,ZN-EAEM0138,3,122.41,Funholding
165,ZN-PACBS0189,4,111.4,Betatech
166,NM-BAE0008,3,88.16,Toughzap
166,NM-PACBS0192,2,79.86,Finhigh
167,BH-BAE0016,4,37.25,Nam-zim
167,BH-PACBS0192,4,122.92,Nam-zim
167,FH-BAE0020,3,87.27,Toughzap
167,PP-EAEESS0058,2,43.94,Nam-zim
167,PP-EAES0110,3,76.46,Finhigh
167,PP-EAES0127,4,20.03,Zathunicon
167,TP-BAEW0036,2,100.4,Zathunicon
167,ZN-EAEGAM0064,2,112.25,Funholding
167,ZN-EAES0103,4,70.03,Betatech
168,PP-EAEAD0042,3,121.42,Betatech
168,PP-EAECS0051,3,91.95,Nam-zim
169,BM-EAEIS0080,4,31.82,Finhigh
169,BM-PACBS0174,4,51.7,Toughzap
169,FG-EAECS0049,2,24.67,Finhigh
169,FH-BAEW0033,2,84.15,Finhigh
169,ZN-EAEAD0042,3,104.36,Toughzap
170,BH-EAEAD0043,2,125.71,Plexzap
170,BH-EAELASS0085,2,65.06,Zathunicon
170,PP-BAED0030,3,77.47,Funholding
172,NM-BAED0030,1,61.75,Zathunicon
173,BM-EAES0102,2,262.59,Blackzim
173,BM-EAES0112,2,241.47,Betatech
